（图表）「财经・汇率」8月22日人民币对美元汇率中..,http://baijiahao.baidu.com/s?id=1642553533535757898,新华社图片,发布时间：08-22 16:04,
地产股收盘｜沪指收涨0.11% 皇庭国际连续两日涨..,http://baijiahao.baidu.com/s?id=1642553314128353496,手机中国网,发布时间：08-22 16:01,22日，A股三大股指震荡整理。截至收盘，沪指上涨0.11%，报2883.44点；深成指上涨0.3%，报9350.56点；创业板上涨0.23%，报1613.46点。沪股通净流入6.44亿元，深股通净流入12.69亿元。从行业板块来看，航天航空板块、白酒板块涨幅居前；园区开发等板块跌幅居前。房地产个股方面，皇庭国际、沙河股份双双涨停，其中皇庭国际连续两日涨停，据了解，皇庭国际以商业地产经营和林业为主营，目前公司的代表性作品为位于深圳市福田CBD中心区的大型购物中心项目――皇庭广场；深物业A涨3.15%，每股报10.80元。合肥城建以3.76%的跌幅居首，每股报7.17元；上海临港、哈高科跌幅均逾3%；中南建设跌2.65%；苏宁环球跌2.55%，每股报3.82元。沙河股份、同达创业换手率居前，分别为14.06%和10.37%，今日成交额分别为3.05亿元和2.98亿元；市北高新今日成交额高达12.76亿元，换手率近10%。
全球央行降息潮愈演愈烈 埃及时隔六个月再度行动,http://baijiahao.baidu.com/s?id=1642597887816430048,华尔街见闻,发布时间：08-23 03:50,全球央行降息的声势一浪高过一浪，继印尼央行之后，本周埃及央行也采取了再度降息的行动。当地时间22日周四，埃及央行会后宣布，将隔夜存贷款利率各自下调150个基点，分别降至14.25%和15.25%。这是该央行六个月来首次降息，也是在今年2月降息100个基点后之后的年内第二次降息。埃及央行认为，通胀形势证明降息合理。其声明称，降息的决策源于，正在收到的数据继续确认，国内潜在的通胀压力温和。降息依然与央行的目标一致，目标就是，到明年四季度，实现通胀率降至9%的正负3个百分点以内，中期内价格稳定。未来政策利率的路径仍然要发挥通胀预期的作用，而不是反映通行的通胀率。官方数据显示，今年7月埃及年化通胀率为8.7%，创四年新低。此次降息幅度超过分析师预期。此前接受调查的12位分析师之中，有十人预计埃及央行至少降息100个基点。分析认为，通胀缓慢和本币汇率稳定让埃及央行能够摆脱新兴市场抛售蔓延的风险。分析师预计，今年剩余四个月里，埃及的通胀率可能还低于10%。此次力度超出预期的降息会很受市场欢迎，而且可能为今年末以前埃及央行进一步降息做铺垫。埃及投行CI Capital在报告中表示，为了表明货币宽松周期政策重启，利率有必要连续第二次下调，因为一次到位的降息会令人非常怀疑埃及的经济前景，让国内外投资者都失望。在埃及央行行动的同一天、本周四稍早，印尼央行公布，将7天逆回购利率从5.75%下调至5.5%，连续第二个月降息。此前市场预计将按兵不动。该央行认为，降息的决定与当前低通胀前景保持一致。两周前的8月7日，亚太地区三个国家一天内先后宣布降息：次日证券时报券商中国报道称，今年以来，已有24个国家实施降息。降息的国家中以新兴经济体居多，但也不乏美国、加拿大、澳大利亚、新西兰等发达经济体。上周四，墨西哥央行又决定，将基准利率下调25个基点至8%，这是该央行五年来首次降息。至此，今年降息的国家达到25个。目前市场普遍预计，欧洲央行将在今年9月的议息会议上宣布降息，幅度应为10个基点，至-0.5%。今年7月，IMF最新的《世界经济展望》报告将2019年和2020年的全球经济增速预测分别下调至3.2%和3.5%，较4月预测值均下调0.1个百分点，这已经是IMF第四次下调世界经济增长预测。IMF方面表示，鉴于全球增长低迷，各国应保持宽松的货币政策，尤其是通胀减弱至目标水平以下的国家。但货币政策需要健全的贸易政策的配合，后者将改善增长前景并减少下行风险。鉴于低利率条件长期存在，应使用宏观审慎工具来避免金融风险的积累。
香格里拉中报净利大降22.1% 1亿美元全年利润目..,http://baijiahao.baidu.com/s?id=1642552820580570415,GPLP,发布时间：08-22 15:53,GPLP犀牛财经获悉，2019年8月21日晚，豪华酒店香格里拉（亚洲）（00069.HK）发布了2019年中期业绩。财报发布后，截止至8月22日下午2时，香格里拉报8.16港元/股，跌幅达5.66%。财报显示，报告期内香格里拉营收实现11.95亿美元，较去年同期11.76亿美元同比增长1.7%。营收的增加得益于供出售的发展物业收入增加净额6590万美元，为斯里兰卡科伦坡香格里拉大酒店开发的One Galle Face发展项目的住宅销售确认收入推动。但上述收入被酒店营运的收入减少5270万美元部分抵销，因地缘政治及当地特定事件令酒店经营环境普遍艰难以及汇率与去年同期相比出现不利变动所致。根据香港会计准则第17号，2019年上半年香格里拉归于公司拥有人的净盈利1.19亿美元，较去年同期1.53亿美元同比减少22.1%。净利下滑的主要原因有以下几点：报告期内酒店物业净盈利2920万美元，同比减少33%，酒店管理及相关服务亏损1540万美元，同比减少2.67余倍。受地缘政治及当地特定事件的影响，大部分地区的经营环境均表现低迷，而汇率的不利变动亦带来进一步压力。另外，企业融资费用净额为6180万美元，同比增长35.8%，源于报告期内产生定息债券融资费用总额1490万美元，而去年同期无此项费用。面对经济、政治大环境的不利因素，香格里拉表示集团投资物业业务收入较为稳定，有助于舒缓部分波动。同时，通过与腾讯合作，公司已建立并试运行自助入住机，无匙客房门禁以及通过微信小程序控制客房电器。香格里拉期待继续引入新的理念以优化住客的入住体验。2019年下半年，香格里拉计划将各个业务分部的若干新物业开业。同时，考虑到斯里兰卡炸弹爆炸事件发生后的负面情绪，2019年上半年确认收入3450万美元后，香格里拉原定的1亿美元全年经营利润目标或需予以下调。
广安集中开工89个重大项目 总投资246.2亿元,http://baijiahao.baidu.com/s?id=1642560777494448531,封面新闻,发布时间：08-22 18:00,黄辉  封面新闻记者  汪仁洪8月21日，在四川省广安市前锋区智能家居产业园项目现场，广安市举行第三季度重大项目集中开工仪式，集中开工智能家居产业园、华蓥高兴站货场、广安临港经济开发区官盛湖生态经济示范等89个重大项目，总投资246.2亿元，涉及基础设施、产业发展、民生及社会事业、房地产等多个领域。从项目类别看，基础设施项目28个，总投资43.2亿元，2019年计划完成投资10.6亿元；产业发展项目34个，总投资106.1亿元，2019年计划完成投资19.3亿元；民生及社会事业项目20个，总投资60.4亿元，2019年计划完成投资12.1亿元；房地产项目7个，总投资36.5亿元，2019年计划完成投资6.2亿元。总投资50亿元的智能家居产业园项目是当天广安开工项目中投资金额最大的，该项目占地1000亩，将建生产集中区、仓储物流区、商贸区等三大功能区，建成后将集智能家居生产、配套产业、仓储物流、家居贸易功能为一体，致力于打造为川渝合作示范区家居生产贸易中心。值得一提的是，前不久获中国国家铁路集团有限公司审批并投资的重点铁路物流项目――华蓥高兴站货场项目也在当天正式开工，该项目总投资7.8亿元，将建线改工程13公里、土石方192万立方米、雨棚1万平方米、生产生活房屋5000平方米、堆场1.2万平方米，配套建设站台、起重装卸等。今年以来，广安按照 “经济发展项目为王”的理念，在每季度第2个月举行全市重点项目现场推进会，各区市县和园区形成了比学赶帮超的竞争氛围。通过狠抓项目、大抓项目、抓大项目，今年1月至7月，广安678个省市县重点项目完成投资550.1亿元，年度投资完成率65.2%，超进度目标6.9个百分点，其中90个纳入市级考核的省市重点项目完成投资171.2亿元，年度投资完成率66.4%，超进度目标8.1个百分点。
沪市B股指数报收264.33点下跌0.18%,http://baijiahao.baidu.com/s?id=1642552090008693558,东方财富网,发布时间：08-22 15:10,8月22日，沪市B股指数报收264.33点，下跌0.474点，跌幅0.18%，盘中最高触及265.49点，最低触及263.66点，全天振幅0.69%，成交9235.96万美元。深市成分B股指数报收5063.00点，上涨17.679点，涨幅0.35%，盘中最高触及5077.53点，最低触及5045.88点，全天振幅0.63%，成交6367.86万港元。个股涨幅榜方面，特力B(6.06%)、*ST鹏起B(4.71%)、一致B(4.07%)涨幅居前。个股跌幅榜方面，深中华B(-3.59%)、绿庭B股(-2.96%)、宁通信B(-2.16%)跌幅居前。本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。（文章来源：东方财富Choice数据）
发钱啦！超39亿下达河北100余县区！附资金分配表,http://baijiahao.baidu.com/s?id=1642587205223901689,河北新闻网,发布时间：08-23 00:00,"日前，河北省农业农村厅公布《农田建设补助项目实施方案》，以加快推进高标准农田建设。据悉，超39亿资金下达河北百余县（市、区），共计划安排建设高标准农田260万亩，同步发展高效节水灌溉140.4万亩。高标准农田建设突出以农田水利建设为重点，实行田、土、水、路、林、电、管综合配套，重点在土地平整、土壤改良、灌溉排水和节水设施、田间机耕道路、农田防护与生态环境保持、农田输配电、损毁工程修复和相关的其他工程等方面，有效提高耕地地力和质量。中央下达我省农田建设补助资金278005万元，省级安排农田建设补助资金119300万元，共计划安排建设高标准农田260万亩，同步发展高效节水灌溉140.4万亩。农田建设补助资金严格执行财政部、农业农村部印发的《农田建设补助资金管理办法》（财农〔2019〕46号）的相关规定, 用于土地平整、土壤改良、灌溉排水与节水设施、田间机耕道、 农田防护与生态环境保持、农田输配电、损毁工程修复和农田建 设相关的其他工程等内容。农田建设补助资金的支出范围包括：项目所需材料费、设备购置费及施工支出，项目建设的前期工作费、工程招投标费、工程监理费以及必要的项目管理费等。"
高盛：升雅居乐(3383.HK)目标价至14.7港..,http://baijiahao.baidu.com/s?id=1642551273955616762,格隆汇,发布时间：08-22 15:29,高盛发表报告指，雅居乐(03383.HK)上半年基本盈利按年增长18%至50亿元人民币，达到该行及市场全年预测之67%及63%，惟主要受40亿元人民币之一次性出售收益所带动。虽然如此，雅居乐管理层指引全年盈利可达100亿元人民币，高于该行及市场之75亿及79亿元人民币的预测。该行上调今年基本每股盈利(EPS)预测22%，上调2020年及2021年EPS预测各6%，目标价上升7%至14.7港元，重申“买入”评级。
绽放在审判一线的“铿锵玫瑰”,http://baijiahao.baidu.com/s?id=1642584389224506104,浙江新闻,发布时间：08-23 00:15,齐耳短发，清爽干练，是李蕊给人的第一印象。初见她，是在浙江理工大学科艺学院的一场辩论赛上。作为评委，她言简意赅，又不失温和。再见她，是在其被案卷包围的办公室。她笑称自己是“司法民工”，也感慨暑假即将结束，还是没能带女儿出去玩一圈。李蕊的老家在山东，于2007年通过招考来到上虞。12年间，她一直活跃在区人民法院基层审判一线，累计办结各类民商事案件2000余件，多次获得“优秀法官”、“业务能手”、“调解能手”等荣誉称号，并被上级法院荣记个人二等功、三等功各一次，有力展现了柔肩挑重任的别样女法官风采。2017年4月，李蕊调任滨海人民法庭庭长。法庭所辖绍兴滨海新城和杭州湾上虞经济技术开发区，最大的特点是，企业多。随之而来的就是，涉企案件多。调取查阅过去近三年案宗，她发现，涉企案件占到了法庭总案件的六成以上。为更精准地服务企业，减少诉讼风险，今年年初，李蕊在滨海法庭率先探索实施企业建档活动。“谁家的案件多，就成为我们的重点关注对象。”在摸清各企业的诉讼“履历”后，李蕊和同事一家一家走访，了解分析企业遇到的法律难题，帮助企业解疑释惑。其中一家加工型企业，一年的诉讼量就有近20件，且所涉证据多有争议，企业主却觉得挺冤。李蕊发现，这些案件的案由几乎同属一个类型，即其加工的产品被对方客户认为有质量瑕疵，要求退货乃至赔偿。该企业主则认为，对方收货时既已验收签字，为何还要来这一出？“关键是谁签的字，有没法律效力？”李蕊一针见血。她建议要从最末梢的业务员管理抓起，加强双方沟通，规范签字流程。企业主恍然大悟，热情邀请法庭为其业务员开展相关法律培训。“当事双方对簿公堂，剑拔弩张的，并不是最好的结局，法官应该成为桥梁。” 李蕊认为，法官不止一面，除了一副公正司法的“冷面”，还得有一颗接地气的“暖心”。所以。除了法律风险的源头控制，她也十分重视诉讼案件的纠纷化解。今年春节后，李蕊承办了一起因排污权买卖而引起的纠纷，即原告企业A因被告企业B将其所有排污权“一女两嫁”卖给了第三方企业C。从类型看，这是一起买卖合同纠纷，但以排污权作为诉讼标的，李蕊还是头一次碰到。为此，她多次跑环保部门，在了解排污权相关转让流程的同时，更感受到了其中的棘手所在。尽管这件案子事实清楚，法律适用也不难，但如果一判了之，却是后患无穷。因为对化工企业而言，排污权属稀缺指标，没有排污权，新项目只能搁置，将严重影响企业运营和发展。案件不宜拖。李蕊一边调解平衡，一边努力思考化解良方。功夫不负有心人，在企业建档活动中，就有企业D透露手有富余排污权指标却苦于无人接手。这让李蕊如获至宝，立即在供需双方间搭建起沟通桥梁，通过多方努力，最终企业A、D达成了排污权转让协议，而企业B、C之间的前期排污权转让协议也得以继续履行。化干戈为玉帛，三方当事人有感于李蕊的尽心尽职，专程送来了锦旗 。在日常繁重的审判调解之外，李蕊还是一名务实又活跃的人大代表，并身兼民革绍兴市上虞区支部主委一职。结合专业所长以及党派界别特色，关注与民生密切相关的法律问题，是她积极履职发声的方向，并撰写了一系列防范法律风险的意见建议。其中《夯实枫桥经验、在基层开展“无讼村”创建的建议》着重关注矛盾纠纷基层化解来减少诉讼，即被区人大列为重点督办建议，并已化身为基层一项重要考核指标。而作为区人大预算审查监督小组成员，李蕊也积极参与把关，助推财政预算在执行过程中的合法合规。
“难产”数月之久，去年业绩巨亏，锦州银行终于“有胆..,http://baijiahao.baidu.com/s?id=1642551080769672035,蓝鲸财经,发布时间：08-22 15:25,投稿来源：壹点财经“难产”数月之久的锦州银行2018年经营数据终于有了音讯。20日，锦州银行发布盈利预警，预期2018年录得净亏损40亿-50亿元，并预期2019年上半年亏损5亿-10亿元。据盈利警告通知显示，截至2018年12月31日，锦州银行预期净亏损约40亿至50亿人民币，而截至2017年12月31日，锦州银行净利润为90.9亿人民币。同时，截至2019年6月30日，预期上半年录得净亏损5至10亿元人民币，而去年同期锦州银行净利润为4.34亿元人民币。锦州银行称，截至2018年12月31日止年度及截至2019年6月30日止六个月预期录得净亏损主要由于(其中包括)本行为应对资产质量下行和不良资产未结清余额的增加及本行执行国际财务报告准则第9号，采用预期损失模型，增加计提金融资产减值准备，以增强本行的风险抵御能力所致。锦州银行正在落实集团截至2018年12月31日止年度之年度业绩及该集团截至2019年6月30日止六个月之中期业绩。本公告所载资料仅基于董事会对当前可得资料的初步评估，并未经该行审计委员会或外部核数师确认。集团实际业绩可能与公告所披露者有所不同。股东及投资者应仔细阅读预期将于2019年8月底或之前刊发的本行截至2018年12月31日止年度之年度业绩公告及本行截至2019年6月30日止六个月之中期业绩公告。此前的8月8日，锦州银行公告称，工商银行辽宁分行副行长、党委委员郭文峰已获委任为锦州银行行长，刘泓因个人健康原因辞任行长之职务。实际上，此经营数据实在“来之不易”。今年4月1日，锦州银行曾发布公告称，由于需要额外时间提供核数师所需资料，该集团2018年度的年度业绩将会迟延刊发，预期可能会延迟寄发2018年年报。 由于上述延迟，董事会会议将推迟。该行的H股和境外优先股将会自2019年4月1日起停牌，以待发布2018年年度业绩。随后，5月14日，锦州银行再次发布延迟年报发布日期的公告。理由是，根据目前可得资料，难以合理准确地给出审核工作的预计完成日期及董事会会议、刊发2018年年度业绩及寄发2018年年报的估计日期。5月31日，锦州银行公告称，董事会及其审计委员会接获安永辞任函，提出实时辞任该行核数师。6月28日，锦州银行宣布董事会已委任国富浩华(香港)会计师事务所为该银行新任核数师，国富浩华已开始对该行2018年业绩的审计工作，预计将于2019年8月底前发布2018年年度业绩。不过，锦州银行陷入危机已经是“公开的秘密”，可谓“集八方资源，救一家危难”。6月10日，锦州银行发行2019年第141期同业存单(“19 锦州银行 CD141”)，与众不同的是，这期存单由央行通过民营企业债券融资支持工具提供信用增进。7月28日，中国工商银行、中国信达资产管理股份有限公司、中国长城资产管理股份有限公司宣布财务性投资入股锦州银行。此外，8月15日，上海票据交易所发布公告表示，为加大对中小金融机构流动性支持，经中国人民银行同意，上海票据交易所创设标准化票据。而首期标准化票据的基础资产即为锦州银行承兑的已贴现商业汇票，到期日分布在2019年11月14日至11月19日之间，创设规模不超过5亿元人民币。
之前说的不算了，特朗普对减税态度突然大转弯……,http://baijiahao.baidu.com/s?id=1642584608437048168,参考消息,发布时间：08-23 00:18,境外媒体称，美国总统特朗普8月21日表示，他不再考虑任何形式的减税，这与其一天前的表态截然相反。据美国《华尔街日报》网站8月21日报道，特朗普在白宫南草坪对媒体称：“我现在不打算减税。”他还表示，他并不打算通过将收益与通货膨胀挂钩来降低资本利得税，他说这样做将使较富裕的家庭受益。“这非我所愿。”他说，降低资本利得税将使高收入家庭受益，而他更愿意帮助工人。台湾《经济日报》8月22日援引彭博社的报道称，如果将资本利得指数化，投资人卖出诸如股票或房产等资产时，原始购买价格将可依通货膨胀调整，因通货膨胀而有的增值不必缴税，所以能够减少总体需要缴交的利得税金。美国《华尔街日报》网站指出，与8月21日的表态相反，就在8月20日，特朗普在白宫椭圆形办公室对媒体表示，他正在考虑提振经济的措施，包括降低资本利得税，并可能降低工资税。特朗普还对外表示，他或许不需要国会同意，就批准资本利得指数化。在一天时间“反转”，有观点认为，特朗普对于刺激经济措施态度并不明朗。台湾《旺报》8月22日报道称，美国经济衰退风险剧增，主政者难辞其咎，“特朗普衰退”瞬间成为美国媒体的高频词。报道称，“特朗普衰退”并不只是部分人士的偏见，白宫内部也出现意见分裂。美国有线电视新闻网（CNN）透露，有多名白宫经济顾问私下持不同看法，只是不便公开和总统唱反调。而鹰派的经济智囊纳瓦罗坚定维护特朗普的政策，并和总统一起把罪责归咎于美联储。台湾《联合报》8月21日就刊文称，特朗普再度将矛头对准美联储主席鲍威尔，他8月21日一早发推文表示，美国经济欣欣向荣唯一的问题就是鲍威尔和美联储。特朗普批评鲍威尔就像是个不会推杆的高尔夫球选手。如果鲍威尔能做对的事情，大幅降息，美国经济将大幅成长。但特朗普表示别指望鲍威尔，因为到目前为止，鲍威尔的所作所为让大家失望。不过，美国《华尔街日报》网站8月21日指出，人们反而不应对特朗普抱有太大希望，尤其在支撑股市方面。图为美国总统特朗普。新华社发
收评：两市震荡沪指涨0.11% 喝酒吃药行情再现,http://baijiahao.baidu.com/s?id=1642551266648462178,中国经济网,发布时间：08-22 15:01,经济日报-中国经济网北京9月22日讯 周四早盘，两市小幅高开，盘初受自贸区概念拖累，股指集体翻绿，随后展开弱势震荡，午后持续下行，盘中军工、白酒发力，股指止跌回升，尾盘集体收红。盘面上，市场相对平淡，赚钱效应一般。题材上，农业服务领涨，军工、医药、白酒走强，自贸区回调。截至收盘，沪指报2883.44点，涨0.11%；深成指报9350.56点，涨0.30%；创业板指报1613.46点，涨0.23%。沪市成交1696.62亿元，深市成交2705.00亿元，两市合计成交4401.62亿元，较上一交易日的4544.51亿元略有萎缩。从盘面上看，多数板块上涨，深圳国资改革、农业服务、医药、白酒、军工、油气等板块居涨幅榜前列；园区开发、高送转、氟化工、半导体、自由贸易港、钢铁、黄金、证券等板块居跌幅榜前列。1、工信部总经济师王新哲日前出席中国工业互联网标识大会指出，工信部将重点做好建设各级服务节点、推动集成创新应用、打造产业生态系统、建立健全管理机制、深化国际交流与合作等五项工作。2、中国电信在财报中表示，将积极探索和推进5G网络基础资源的共建共享，努力降低网络建设和运维成本。中国联通董事长王晓初表示，明年5G建设将进入投资期，“中国联通一定会和其中某一家或多家合作”。据悉，联通与移动、电信、中国广电都进行了合作洽谈。3、据生态环境部消息，第二轮第一批8个中央生态环境保护督察组于2019年7月10日至7月15日陆续进驻上海、福建、海南、重庆、甘肃、青海等6个省（市）和中国五矿集团有限公司、中国化工集团有限公司等两家中央企业开展督察。截至8月15日，全部完成督察进驻工作。4、资源税法草案今天提交十三届全国人大常委会第十二次会议审议。草案提出，国务院根据国民经济和社会发展需要，依照本法的原则，对取用地表水或者地下水的单位和个人试点征收水资源税。5、日前，奇瑞商用车芜湖新能源产业基地宣告落成，第二代智慧物流车开瑞新能源海豚EV成为新基地首款下线车型，计划于9月份正式上市。巨丰投顾：周四借外围上涨，A股高开，酿酒、新能源汽车、OLED、5G概念表现强势，但金融股表现低迷，拖累大盘。总体看，市场底部确立，流动性仍是制约行情上涨的最主要因素，建议关注绩优超跌股和政策利好驱动的投资机会。截至发稿时指数名称　 　   最新价　　　涨跌额　　涨跌幅恒生指数　 　 26040.98     -229.06    -0.87%日经225指数　 20589.00      -29.57    -0.14%韩国指数　　 　1955.88       -8.77    -0.45%澳大利亚指数　 6598.60       26.00     0.40%道琼斯平均    26135.79      249.78     0.96%标普500        2923.65       34.97     1.21%纳斯达克综合   8002.81      106.82     1.35%德国DAX指数　 11802.85      151.67     1.30%来源：经济日报-中国经济网
